date,vehicle_id,model,configuration,region,demo_type,customer_segment,converted,cycle_time_hrs,utilization_rate,revenue_generated,customer_satisfaction,mileage_driven
2026-03-07,FLT0489,Model Y,Standard Range,Midwest,VIP Demo,Fleet,0,2.16,0.749,0.0,4.3,29.9
2026-03-07,FLT0197,Model Y,Long Range,Southwest,Test Drive,Corporate,0,1.47,0.84,0.0,4.5,5.6
2026-03-07,FLT0491,Cybertruck,Plaid,Southeast,Dealer Demo,Individual,0,1.11,0.742,0.0,4.9,37.9
2026-03-07,FLT0155,Cybertruck,Long Range,Midwest,Corporate Demo,Fleet,0,1.54,0.912,0.0,3.7,9.4
2026-03-07,FLT0428,Model S,Standard Range,West Coast,Event Demo,Fleet,0,2.23,0.806,0.0,3.7,10.5
2026-03-07,FLT0260,Model Y,Plaid,Southeast,Test Drive,Corporate,1,2.43,0.853,45919.24,3.8,39.4
2026-03-07,FLT0135,Model X,Long Range,East Coast,Event Demo,Individual,0,2.59,0.764,0.0,4.2,32.6
2026-03-07,FLT0457,Model 3,Long Range,Southwest,Test Drive,Fleet,0,1.38,0.705,0.0,4.9,37.6
2026-03-07,FLT0026,Model S,Plaid,Southeast,VIP Demo,Individual,0,0.91,0.687,0.0,4.5,13.7
2026-03-07,FLT0421,Model S,Standard Range,East Coast,Event Demo,Individual,0,1.47,0.853,0.0,4.3,41.5
2026-03-07,FLT0350,Model 3,Long Range,Southwest,Corporate Demo,Corporate,1,2.09,0.859,40990.94,3.6,49.7
2026-03-07,FLT0465,Cybertruck,Standard Range,Midwest,Corporate Demo,Government,0,1.64,0.679,0.0,4.8,6.6
2026-03-07,FLT0036,Cybertruck,Long Range,East Coast,Corporate Demo,Individual,0,0.54,0.816,0.0,4.0,38.7
2026-03-07,FLT0286,Model 3,Performance,Southeast,Test Drive,Fleet,0,0.71,0.887,0.0,4.3,10.2
2026-03-07,FLT0170,Model Y,Plaid,East Coast,Corporate Demo,Government,0,2.99,0.84,0.0,4.4,6.5
2026-03-07,FLT0052,Model Y,Plaid,Midwest,Event Demo,Corporate,0,2.56,0.667,0.0,3.6,18.5
2026-03-07,FLT0370,Model S,Standard Range,Southeast,Corporate Demo,Fleet,0,3.0,0.662,0.0,5.0,48.9
2026-03-07,FLT0435,Model 3,Long Range,Southwest,Event Demo,Individual,0,2.35,0.713,0.0,3.9,13.3
2026-03-07,FLT0340,Model Y,Performance,West Coast,Test Drive,Corporate,0,2.01,0.891,0.0,3.6,16.9
2026-03-07,FLT0020,Model X,Performance,Southeast,Event Demo,Fleet,0,0.96,0.635,0.0,3.8,17.4
2026-03-07,FLT0007,Cybertruck,Performance,West Coast,VIP Demo,Dealer,0,0.7,0.835,0.0,4.8,29.6
2026-03-07,FLT0082,Model S,Standard Range,West Coast,VIP Demo,Fleet,1,1.51,0.922,73589.19,4.8,9.2
2026-03-07,FLT0333,Model 3,Performance,Midwest,Event Demo,Fleet,0,0.84,0.588,0.0,3.5,45.1
2026-03-07,FLT0277,Model 3,Performance,Southeast,Test Drive,Government,0,1.51,0.593,0.0,4.9,45.3
2026-03-07,FLT0083,Model Y,Performance,Southwest,Corporate Demo,Individual,0,0.96,0.917,0.0,3.7,41.6
2026-03-07,FLT0342,Model 3,Performance,Southeast,Dealer Demo,Corporate,0,0.82,0.845,0.0,4.5,15.7
2026-03-07,FLT0410,Cybertruck,Performance,West Coast,Dealer Demo,Individual,0,2.69,0.781,0.0,4.8,27.2
2026-03-07,FLT0321,Model S,Standard Range,Southwest,Corporate Demo,Individual,0,2.03,0.705,0.0,3.9,11.1
2026-03-07,FLT0020,Model X,Performance,Southeast,VIP Demo,Government,0,1.22,0.65,0.0,3.7,23.9
2026-03-07,FLT0499,Model 3,Plaid,Southeast,VIP Demo,Government,1,0.79,0.786,40987.14,4.5,30.9
2026-03-07,FLT0024,Model X,Plaid,East Coast,VIP Demo,Individual,0,1.12,0.834,0.0,3.9,7.1
2026-03-07,FLT0023,Model Y,Performance,East Coast,Test Drive,Government,1,1.05,0.934,47350.5,4.5,37.3
2026-03-07,FLT0328,Model Y,Performance,Southwest,Test Drive,Government,1,1.02,0.608,48054.28,4.7,44.1
2026-03-07,FLT0133,Model S,Performance,Southwest,Event Demo,Government,0,1.8,0.66,0.0,4.8,11.6
2026-03-07,FLT0313,Model 3,Standard Range,West Coast,Dealer Demo,Fleet,1,2.16,0.929,38971.07,4.2,17.3
2026-03-07,FLT0479,Model 3,Standard Range,Midwest,Test Drive,Fleet,1,1.66,0.575,41555.75,3.6,25.6
2026-03-07,FLT0038,Model X,Standard Range,West Coast,Event Demo,Corporate,0,2.7,0.606,0.0,4.1,5.6
2026-03-07,FLT0305,Model 3,Long Range,Southwest,VIP Demo,Individual,0,1.37,0.808,0.0,4.5,17.4
2026-03-07,FLT0496,Cybertruck,Performance,Southeast,Dealer Demo,Government,0,1.7,0.725,0.0,4.7,34.0
2026-03-07,FLT0121,Model 3,Standard Range,East Coast,Dealer Demo,Corporate,0,1.88,0.807,0.0,3.9,21.7
2026-03-07,FLT0458,Model Y,Performance,East Coast,Event Demo,Individual,0,2.15,0.87,0.0,3.5,30.5
2026-03-07,FLT0209,Model X,Performance,Southeast,Test Drive,Corporate,0,1.13,0.648,0.0,4.9,43.5
2026-03-07,FLT0386,Cybertruck,Long Range,Southwest,VIP Demo,Dealer,0,2.07,0.941,0.0,4.9,19.7
2026-03-07,FLT0488,Cybertruck,Performance,Southeast,VIP Demo,Government,0,0.5,0.627,0.0,4.0,39.4
2026-03-07,FLT0301,Cybertruck,Performance,Midwest,Event Demo,Fleet,0,2.07,0.818,0.0,4.3,21.1
2026-03-07,FLT0121,Model 3,Standard Range,East Coast,Dealer Demo,Government,0,2.73,0.68,0.0,4.0,39.2
2026-03-07,FLT0369,Cybertruck,Standard Range,Southwest,VIP Demo,Fleet,0,1.58,0.775,0.0,3.7,45.3
2026-03-07,FLT0115,Model X,Standard Range,Southwest,Corporate Demo,Government,0,1.01,0.715,0.0,3.6,35.6
2026-03-07,FLT0450,Model S,Performance,Midwest,VIP Demo,Government,0,1.05,0.636,0.0,3.6,5.5
2026-03-07,FLT0377,Model 3,Performance,Southwest,VIP Demo,Government,1,1.2,0.785,39799.35,3.8,20.3
2026-03-07,FLT0459,Cybertruck,Performance,West Coast,Corporate Demo,Dealer,1,2.51,0.866,60221.35,4.4,39.2
2026-03-07,FLT0107,Model 3,Plaid,Southeast,Test Drive,Government,0,1.85,0.813,0.0,3.5,42.9
2026-03-07,FLT0248,Model 3,Plaid,East Coast,Corporate Demo,Government,0,0.75,0.751,0.0,4.4,5.0
2026-03-07,FLT0246,Cybertruck,Standard Range,East Coast,Event Demo,Fleet,0,1.89,0.616,0.0,5.0,30.7
2026-03-07,FLT0420,Cybertruck,Plaid,Southeast,Event Demo,Corporate,0,0.89,0.845,0.0,3.8,14.4
2026-03-07,FLT0433,Model S,Long Range,West Coast,Corporate Demo,Fleet,0,2.15,0.64,0.0,3.7,46.1
2026-03-07,FLT0193,Model 3,Long Range,West Coast,Corporate Demo,Fleet,0,2.7,0.67,0.0,3.7,7.8
2026-03-07,FLT0057,Cybertruck,Plaid,East Coast,Corporate Demo,Government,0,0.93,0.564,0.0,4.8,23.9
2026-03-07,FLT0293,Model S,Long Range,East Coast,Test Drive,Corporate,0,0.88,0.593,0.0,4.7,17.0
2026-03-07,FLT0204,Model Y,Performance,East Coast,VIP Demo,Dealer,0,1.83,0.91,0.0,4.9,31.4
2026-03-07,FLT0355,Model S,Long Range,Midwest,Event Demo,Government,0,2.99,0.763,0.0,4.9,24.1
2026-03-07,FLT0483,Model 3,Standard Range,Midwest,VIP Demo,Government,1,1.15,0.636,40933.66,4.7,5.9
2026-03-07,FLT0062,Model Y,Plaid,West Coast,Dealer Demo,Fleet,0,1.84,0.921,0.0,3.7,36.3
2026-03-07,FLT0045,Model X,Plaid,West Coast,Test Drive,Corporate,0,1.83,0.893,0.0,4.1,34.2
2026-03-07,FLT0387,Model Y,Performance,Southeast,Corporate Demo,Individual,0,1.85,0.643,0.0,4.9,27.9
2026-03-07,FLT0124,Model X,Long Range,East Coast,VIP Demo,Dealer,0,1.1,0.771,0.0,4.3,16.7
2026-03-07,FLT0139,Cybertruck,Plaid,Midwest,Event Demo,Dealer,0,0.95,0.721,0.0,3.8,41.1
2026-03-07,FLT0397,Model Y,Plaid,West Coast,Corporate Demo,Individual,0,2.06,0.579,0.0,4.3,38.2
2026-03-07,FLT0427,Model X,Long Range,Southeast,Event Demo,Government,0,1.19,0.889,0.0,4.6,40.1
2026-03-07,FLT0058,Model Y,Performance,Midwest,Test Drive,Individual,1,0.91,0.847,47644.08,3.6,36.0
2026-03-07,FLT0010,Model X,Standard Range,Southwest,Dealer Demo,Individual,0,2.74,0.809,0.0,4.4,48.6
2026-03-07,FLT0235,Cybertruck,Plaid,Midwest,Test Drive,Corporate,0,1.28,0.819,0.0,4.3,18.0
2026-03-07,FLT0213,Cybertruck,Plaid,Midwest,Event Demo,Fleet,0,1.86,0.609,0.0,4.3,17.9
2026-03-07,FLT0218,Model S,Performance,Southwest,VIP Demo,Individual,1,2.56,0.666,75912.41,3.6,22.1
2026-03-07,FLT0339,Model Y,Long Range,Midwest,Test Drive,Dealer,0,0.57,0.79,0.0,3.9,16.1
2026-03-07,FLT0462,Cybertruck,Long Range,East Coast,Event Demo,Fleet,1,2.31,0.66,57899.75,4.1,10.5
2026-03-07,FLT0336,Model 3,Long Range,Southwest,Dealer Demo,Corporate,0,1.78,0.946,0.0,3.6,19.0
2026-03-07,FLT0309,Model X,Plaid,East Coast,Corporate Demo,Dealer,0,0.6,0.836,0.0,3.6,14.4
2026-03-07,FLT0039,Model S,Long Range,West Coast,Dealer Demo,Dealer,0,1.9,0.797,0.0,3.5,33.1
2026-03-07,FLT0293,Model S,Long Range,East Coast,VIP Demo,Corporate,1,0.65,0.871,78211.04,4.8,16.4
2026-03-07,FLT0015,Model Y,Performance,West Coast,VIP Demo,Individual,0,2.79,0.845,0.0,4.6,48.3
2026-03-07,FLT0262,Model X,Performance,West Coast,Corporate Demo,Dealer,0,1.75,0.922,0.0,4.1,39.4
2026-03-07,FLT0079,Model S,Performance,East Coast,VIP Demo,Individual,0,1.11,0.819,0.0,4.1,35.5
2026-03-07,FLT0003,Model 3,Plaid,West Coast,Corporate Demo,Dealer,0,2.17,0.842,0.0,3.7,15.9
2026-03-07,FLT0127,Model Y,Standard Range,Midwest,Dealer Demo,Corporate,0,2.31,0.761,0.0,4.0,40.0
2026-03-07,FLT0317,Model S,Plaid,West Coast,Test Drive,Government,0,2.56,0.667,0.0,4.1,21.0
2026-03-07,FLT0345,Model Y,Plaid,Southwest,Event Demo,Fleet,0,0.61,0.711,0.0,4.5,20.3
2026-03-07,FLT0318,Cybertruck,Performance,Southwest,Corporate Demo,Fleet,1,2.66,0.842,61011.99,4.2,18.8
2026-03-07,FLT0327,Model X,Plaid,Midwest,Event Demo,Fleet,0,2.9,0.762,0.0,3.5,15.2
2026-03-07,FLT0479,Model 3,Standard Range,Midwest,Test Drive,Fleet,0,2.24,0.757,0.0,3.9,37.6
2026-03-07,FLT0134,Model 3,Long Range,East Coast,Corporate Demo,Government,0,2.24,0.819,0.0,3.9,33.8
2026-03-07,FLT0196,Model S,Standard Range,Southeast,Event Demo,Corporate,0,1.04,0.938,0.0,3.8,28.7
2026-03-07,FLT0355,Model S,Long Range,Midwest,VIP Demo,Fleet,0,0.81,0.841,0.0,4.7,9.1
2026-03-07,FLT0278,Model 3,Plaid,Southwest,VIP Demo,Government,0,2.3,0.865,0.0,4.4,13.9
2026-03-07,FLT0487,Model 3,Plaid,Southeast,VIP Demo,Individual,0,0.99,0.637,0.0,4.0,15.2
2026-03-07,FLT0310,Model S,Plaid,Midwest,Dealer Demo,Individual,0,2.89,0.917,0.0,4.3,39.1
2026-03-07,FLT0015,Model Y,Performance,West Coast,Event Demo,Government,1,2.9,0.893,48310.89,4.6,28.6
2026-03-07,FLT0294,Model S,Long Range,West Coast,Test Drive,Individual,0,1.02,0.561,0.0,4.4,20.1
2026-03-07,FLT0219,Model X,Standard Range,Southeast,Dealer Demo,Individual,0,2.59,0.76,0.0,4.5,20.0
2026-03-07,FLT0360,Model 3,Standard Range,Southeast,Dealer Demo,Fleet,0,2.56,0.788,0.0,4.9,46.3
2026-03-07,FLT0427,Model X,Long Range,Southeast,VIP Demo,Corporate,0,2.02,0.688,0.0,3.6,32.2
2026-03-07,FLT0316,Cybertruck,Performance,West Coast,Test Drive,Dealer,0,1.94,0.594,0.0,3.8,28.8
2026-03-07,FLT0463,Cybertruck,Standard Range,West Coast,Event Demo,Individual,0,2.39,0.713,0.0,4.6,47.4
2026-03-07,FLT0440,Model 3,Standard Range,East Coast,VIP Demo,Dealer,0,0.68,0.731,0.0,4.1,9.2
2026-03-07,FLT0129,Model X,Plaid,East Coast,Test Drive,Fleet,1,1.84,0.926,76342.83,4.1,6.0
2026-03-07,FLT0165,Cybertruck,Performance,Southeast,Event Demo,Corporate,0,1.49,0.724,0.0,3.6,36.2
2026-03-07,FLT0139,Cybertruck,Plaid,Midwest,Test Drive,Corporate,0,2.62,0.926,0.0,4.8,7.5
2026-03-07,FLT0294,Model S,Long Range,West Coast,Corporate Demo,Fleet,0,2.71,0.585,0.0,3.5,11.9
2026-03-07,FLT0417,Model Y,Long Range,West Coast,Dealer Demo,Individual,0,2.36,0.59,0.0,3.8,45.4
2026-03-07,FLT0245,Model S,Plaid,Southeast,Event Demo,Individual,0,1.77,0.623,0.0,4.2,43.1
2026-03-07,FLT0478,Model X,Plaid,Southwest,Dealer Demo,Dealer,0,0.86,0.634,0.0,3.9,38.7
2026-03-07,FLT0190,Model S,Plaid,West Coast,Test Drive,Individual,0,2.74,0.552,0.0,4.2,13.7
2026-03-07,FLT0144,Model X,Long Range,Southeast,Event Demo,Corporate,0,2.17,0.77,0.0,3.7,7.1
2026-03-07,FLT0110,Model 3,Performance,Southeast,Corporate Demo,Fleet,0,0.81,0.591,0.0,4.5,5.8
2026-03-07,FLT0035,Cybertruck,Standard Range,Southwest,Test Drive,Dealer,0,1.91,0.833,0.0,3.9,13.2
2026-03-07,FLT0408,Model X,Standard Range,Southeast,Test Drive,Government,0,1.96,0.616,0.0,4.6,33.1
2026-03-07,FLT0369,Cybertruck,Standard Range,Southwest,Dealer Demo,Dealer,0,1.44,0.862,0.0,4.3,32.2
2026-03-07,FLT0338,Model 3,Standard Range,Midwest,VIP Demo,Government,1,1.81,0.608,41134.12,4.4,33.7
2026-03-07,FLT0238,Model X,Plaid,Midwest,VIP Demo,Corporate,1,1.91,0.668,82178.4,4.8,30.6
2026-03-07,FLT0316,Cybertruck,Performance,West Coast,Corporate Demo,Corporate,0,0.77,0.886,0.0,3.8,40.1
2026-03-07,FLT0122,Cybertruck,Standard Range,Midwest,Dealer Demo,Government,0,2.9,0.572,0.0,3.5,30.1
2026-03-07,FLT0051,Model Y,Long Range,Southeast,Corporate Demo,Government,0,1.64,0.717,0.0,4.5,12.8
2026-03-07,FLT0437,Model X,Performance,Southwest,Corporate Demo,Fleet,0,2.99,0.641,0.0,4.0,34.8
2026-03-07,FLT0344,Model 3,Plaid,West Coast,Event Demo,Corporate,0,1.8,0.813,0.0,3.5,41.8
2026-03-07,FLT0220,Model X,Standard Range,East Coast,Event Demo,Individual,0,2.9,0.905,0.0,3.7,36.3
2026-03-07,FLT0317,Model S,Plaid,West Coast,VIP Demo,Government,1,1.87,0.89,72354.32,4.4,21.1
2026-03-08,FLT0321,Model S,Standard Range,Southwest,Dealer Demo,Fleet,1,1.88,0.779,73835.38,4.4,46.6
2026-03-08,FLT0019,Cybertruck,Long Range,East Coast,Corporate Demo,Individual,0,2.52,0.589,0.0,4.8,39.5
2026-03-08,FLT0304,Model 3,Performance,Southeast,VIP Demo,Fleet,0,2.95,0.85,0.0,3.8,17.0
2026-03-08,FLT0206,Model X,Standard Range,Midwest,VIP Demo,Corporate,1,2.49,0.674,80072.25,4.4,6.8
2026-03-08,FLT0440,Model 3,Standard Range,East Coast,Test Drive,Corporate,0,1.06,0.553,0.0,4.2,22.6
2026-03-08,FLT0113,Cybertruck,Long Range,East Coast,Dealer Demo,Individual,0,0.79,0.942,0.0,3.8,8.7
2026-03-08,FLT0151,Cybertruck,Standard Range,Southwest,Corporate Demo,Dealer,0,2.92,0.892,0.0,3.6,28.8
2026-03-08,FLT0417,Model Y,Long Range,West Coast,VIP Demo,Fleet,1,2.07,0.579,48117.33,3.6,23.4
2026-03-08,FLT0385,Cybertruck,Performance,Midwest,Corporate Demo,Dealer,1,1.96,0.727,59466.81,3.7,37.8
2026-03-08,FLT0490,Model S,Performance,East Coast,Corporate Demo,Fleet,1,2.74,0.726,75741.27,4.1,7.6
2026-03-08,FLT0441,Cybertruck,Plaid,Southeast,Dealer Demo,Corporate,0,2.41,0.715,0.0,3.7,5.9
2026-03-08,FLT0473,Model X,Standard Range,Southwest,Test Drive,Government,0,2.57,0.919,0.0,5.0,30.4
2026-03-08,FLT0180,Model S,Performance,East Coast,VIP Demo,Individual,0,1.16,0.709,0.0,4.3,8.0
2026-03-08,FLT0263,Cybertruck,Plaid,Southwest,Corporate Demo,Corporate,1,1.08,0.925,62725.16,4.0,37.2
2026-03-08,FLT0034,Model 3,Performance,Southeast,Corporate Demo,Corporate,0,2.9,0.593,0.0,3.6,5.5
2026-03-08,FLT0347,Cybertruck,Plaid,Southeast,Corporate Demo,Individual,1,0.91,0.702,58313.23,4.1,42.1
2026-03-08,FLT0154,Model Y,Long Range,Midwest,Event Demo,Corporate,0,1.87,0.941,0.0,3.8,25.1
2026-03-08,FLT0143,Model X,Performance,Midwest,VIP Demo,Fleet,1,1.98,0.84,77349.55,4.4,7.2
2026-03-08,FLT0152,Model 3,Standard Range,West Coast,Dealer Demo,Fleet,0,2.93,0.588,0.0,5.0,15.6
2026-03-08,FLT0163,Model X,Standard Range,Midwest,Corporate Demo,Fleet,0,1.5,0.764,0.0,4.9,38.3
2026-03-08,FLT0495,Model Y,Plaid,Southeast,Dealer Demo,Dealer,1,0.97,0.556,45408.94,3.6,27.1
2026-03-08,FLT0497,Cybertruck,Plaid,Southeast,VIP Demo,Dealer,0,0.76,0.627,0.0,5.0,12.7
2026-03-08,FLT0106,Model S,Performance,Midwest,VIP Demo,Fleet,0,1.73,0.842,0.0,3.9,24.2
2026-03-08,FLT0306,Model S,Plaid,Southeast,Corporate Demo,Dealer,1,0.79,0.756,75326.34,5.0,23.4
2026-03-08,FLT0484,Model S,Performance,Midwest,Event Demo,Corporate,0,1.62,0.846,0.0,4.6,29.5
2026-03-08,FLT0119,Model S,Performance,West Coast,Dealer Demo,Government,0,2.99,0.731,0.0,4.1,47.2
2026-03-08,FLT0317,Model S,Plaid,West Coast,Corporate Demo,Government,0,2.52,0.894,0.0,4.6,21.9
2026-03-08,FLT0290,Model Y,Long Range,Southeast,Corporate Demo,Individual,0,0.93,0.64,0.0,4.5,8.9
2026-03-08,FLT0308,Model 3,Standard Range,Southeast,Dealer Demo,Fleet,1,1.34,0.946,41748.24,4.5,23.2
2026-03-08,FLT0291,Model 3,Long Range,Southeast,Corporate Demo,Individual,0,2.43,0.62,0.0,3.7,30.6
2026-03-08,FLT0398,Model Y,Standard Range,Southwest,Dealer Demo,Dealer,0,1.89,0.764,0.0,3.9,33.1
2026-03-08,FLT0174,Cybertruck,Long Range,Midwest,VIP Demo,Fleet,0,2.67,0.931,0.0,4.9,43.3
2026-03-08,FLT0269,Model Y,Long Range,Southeast,Test Drive,Dealer,0,1.07,0.887,0.0,4.6,37.3
2026-03-08,FLT0424,Model X,Plaid,Southwest,Event Demo,Dealer,0,2.12,0.669,0.0,4.8,32.4
2026-03-08,FLT0162,Cybertruck,Performance,West Coast,VIP Demo,Individual,0,1.21,0.731,0.0,4.2,41.5
2026-03-08,FLT0446,Model S,Standard Range,Southeast,Test Drive,Government,1,2.81,0.644,75329.77,4.2,26.5
2026-03-08,FLT0267,Cybertruck,Performance,East Coast,VIP Demo,Corporate,1,2.04,0.66,61681.49,4.9,7.9
2026-03-08,FLT0064,Model X,Performance,Midwest,Dealer Demo,Government,0,1.73,0.767,0.0,4.4,24.6
2026-03-08,FLT0032,Model 3,Performance,Southwest,Dealer Demo,Corporate,0,0.82,0.756,0.0,5.0,6.7
2026-03-08,FLT0157,Model Y,Performance,West Coast,VIP Demo,Fleet,0,0.5,0.807,0.0,4.7,21.6
2026-03-08,FLT0212,Cybertruck,Plaid,Southwest,Event Demo,Individual,0,2.67,0.852,0.0,4.6,19.9
2026-03-08,FLT0296,Cybertruck,Performance,West Coast,Dealer Demo,Dealer,1,2.18,0.617,62398.6,3.8,38.6
2026-03-08,FLT0235,Cybertruck,Plaid,Midwest,Event Demo,Fleet,0,2.84,0.707,0.0,3.8,20.9
2026-03-08,FLT0196,Model S,Standard Range,Southeast,VIP Demo,Fleet,1,1.12,0.931,76376.44,4.6,43.1
2026-03-08,FLT0426,Model S,Standard Range,Midwest,Dealer Demo,Corporate,0,0.99,0.934,0.0,4.9,20.3
2026-03-08,FLT0295,Model Y,Standard Range,Southwest,Corporate Demo,Fleet,1,2.2,0.681,47155.29,4.0,49.5
2026-03-08,FLT0032,Model 3,Performance,Southwest,Dealer Demo,Corporate,0,1.36,0.617,0.0,4.1,31.5
2026-03-08,FLT0493,Model X,Plaid,East Coast,Corporate Demo,Fleet,0,2.45,0.698,0.0,5.0,27.7
2026-03-08,FLT0041,Model 3,Long Range,East Coast,VIP Demo,Government,0,0.56,0.808,0.0,4.9,47.7
2026-03-08,FLT0373,Model S,Performance,Midwest,VIP Demo,Fleet,1,1.3,0.745,76350.77,4.7,15.1
2026-03-08,FLT0247,Model Y,Standard Range,Midwest,Corporate Demo,Fleet,0,0.8,0.82,0.0,4.4,46.7
2026-03-08,FLT0382,Cybertruck,Plaid,East Coast,Test Drive,Government,0,0.91,0.63,0.0,4.0,15.6
2026-03-08,FLT0420,Cybertruck,Plaid,Southeast,Test Drive,Individual,0,1.03,0.673,0.0,4.2,19.7
2026-03-08,FLT0151,Cybertruck,Standard Range,Southwest,Event Demo,Corporate,1,2.32,0.696,62316.59,4.7,26.4
2026-03-08,FLT0352,Model S,Long Range,East Coast,VIP Demo,Individual,1,1.57,0.891,71593.44,4.9,17.0
2026-03-08,FLT0214,Model X,Performance,Midwest,Corporate Demo,Individual,0,2.42,0.585,0.0,3.8,22.2
2026-03-08,FLT0013,Cybertruck,Performance,Southeast,VIP Demo,Individual,0,1.81,0.775,0.0,4.8,39.1
2026-03-08,FLT0326,Model 3,Standard Range,Southeast,Test Drive,Fleet,0,1.09,0.756,0.0,4.7,23.1
2026-03-08,FLT0151,Cybertruck,Standard Range,Southwest,Corporate Demo,Fleet,0,2.78,0.86,0.0,4.9,43.9
2026-03-08,FLT0140,Model S,Performance,Midwest,VIP Demo,Dealer,0,2.39,0.766,0.0,4.8,11.2
2026-03-08,FLT0254,Model X,Long Range,East Coast,Event Demo,Dealer,0,2.35,0.818,0.0,4.0,31.5
2026-03-08,FLT0331,Model X,Plaid,Midwest,Event Demo,Fleet,0,2.6,0.665,0.0,4.0,32.6
2026-03-08,FLT0386,Cybertruck,Long Range,Southwest,Test Drive,Individual,0,1.57,0.683,0.0,4.8,44.7
2026-03-08,FLT0205,Model 3,Long Range,Southwest,Test Drive,Corporate,0,1.43,0.642,0.0,3.8,48.1
2026-03-08,FLT0389,Cybertruck,Plaid,East Coast,Corporate Demo,Individual,0,2.67,0.578,0.0,4.0,6.5
2026-03-08,FLT0054,Model X,Plaid,Midwest,Corporate Demo,Government,0,0.96,0.59,0.0,4.8,28.6
2026-03-08,FLT0353,Model 3,Long Range,Midwest,Dealer Demo,Government,0,2.99,0.746,0.0,4.8,49.6
2026-03-08,FLT0355,Model S,Long Range,Midwest,Corporate Demo,Government,0,2.09,0.726,0.0,4.5,11.7
2026-03-08,FLT0450,Model S,Performance,Midwest,Test Drive,Corporate,0,1.79,0.845,0.0,4.1,14.4
2026-03-08,FLT0216,Model X,Plaid,Southwest,Test Drive,Dealer,0,2.53,0.833,0.0,3.7,11.0
2026-03-08,FLT0272,Model X,Standard Range,East Coast,Test Drive,Corporate,0,0.86,0.886,0.0,4.0,9.2
2026-03-08,FLT0099,Model Y,Plaid,Southwest,Dealer Demo,Individual,0,1.8,0.716,0.0,3.8,29.9
2026-03-08,FLT0099,Model Y,Plaid,Southwest,Event Demo,Individual,0,2.42,0.712,0.0,4.5,13.0
2026-03-08,FLT0348,Model X,Performance,Southwest,Corporate Demo,Fleet,0,1.3,0.849,0.0,4.4,26.8
2026-03-08,FLT0305,Model 3,Long Range,Southwest,Dealer Demo,Corporate,0,2.86,0.68,0.0,4.3,39.9
2026-03-08,FLT0045,Model X,Plaid,West Coast,Dealer Demo,Government,0,1.88,0.842,0.0,4.3,13.2
2026-03-08,FLT0138,Model X,Plaid,Southeast,Dealer Demo,Individual,0,0.94,0.733,0.0,4.2,37.3
2026-03-08,FLT0069,Model Y,Standard Range,Southeast,Corporate Demo,Dealer,0,2.92,0.933,0.0,4.0,12.8
2026-03-08,FLT0200,Model X,Plaid,Southwest,VIP Demo,Dealer,0,1.04,0.715,0.0,3.7,24.2
2026-03-08,FLT0485,Model 3,Plaid,West Coast,Event Demo,Dealer,1,1.26,0.771,38575.49,4.8,19.6
2026-03-08,FLT0347,Cybertruck,Plaid,Southeast,Event Demo,Corporate,0,2.64,0.766,0.0,4.9,17.0
2026-03-08,FLT0228,Cybertruck,Performance,Midwest,Test Drive,Government,0,1.66,0.847,0.0,3.7,22.7
2026-03-08,FLT0473,Model X,Standard Range,Southwest,Corporate Demo,Individual,0,1.15,0.652,0.0,4.7,32.5
2026-03-08,FLT0254,Model X,Long Range,East Coast,Test Drive,Corporate,0,2.01,0.889,0.0,3.5,30.7
2026-03-08,FLT0281,Model Y,Long Range,Midwest,Dealer Demo,Individual,1,1.33,0.817,47450.71,4.6,46.0
2026-03-08,FLT0221,Model S,Plaid,Midwest,Test Drive,Corporate,0,2.74,0.681,0.0,4.3,46.2
2026-03-08,FLT0336,Model 3,Long Range,Southwest,Corporate Demo,Corporate,1,2.53,0.851,38394.23,4.7,22.9
2026-03-08,FLT0491,Cybertruck,Plaid,Southeast,Test Drive,Dealer,0,0.59,0.568,0.0,4.2,41.5
2026-03-08,FLT0105,Model 3,Standard Range,Southeast,Dealer Demo,Dealer,0,2.66,0.725,0.0,4.5,37.5
2026-03-08,FLT0086,Model X,Performance,West Coast,Event Demo,Dealer,0,1.09,0.764,0.0,4.7,46.5
2026-03-08,FLT0053,Model 3,Standard Range,Midwest,Test Drive,Corporate,1,2.94,0.645,39551.4,3.6,30.8
2026-03-08,FLT0167,Model S,Long Range,West Coast,VIP Demo,Fleet,1,0.67,0.884,72472.54,3.8,37.8
2026-03-08,FLT0240,Cybertruck,Performance,West Coast,Test Drive,Individual,0,2.11,0.617,0.0,4.9,38.7
2026-03-08,FLT0461,Cybertruck,Standard Range,Southeast,Test Drive,Individual,0,1.69,0.812,0.0,3.8,32.5
2026-03-08,FLT0286,Model 3,Performance,Southeast,Corporate Demo,Individual,0,2.98,0.583,0.0,4.2,32.4
2026-03-08,FLT0227,Model 3,Long Range,Midwest,Test Drive,Corporate,0,2.08,0.843,0.0,3.7,44.0
2026-03-08,FLT0324,Model S,Performance,West Coast,Dealer Demo,Government,0,2.15,0.571,0.0,4.6,9.0
2026-03-08,FLT0201,Model Y,Performance,Southwest,Test Drive,Government,0,0.82,0.622,0.0,4.6,25.1
2026-03-08,FLT0149,Model S,Plaid,Southwest,Event Demo,Dealer,0,2.83,0.629,0.0,4.6,6.7
